"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1775965949994430884","Thu Apr 04 19:17:32 +0000 2024","2926","Putusan MK sederhana saja. Tolak permohonan O1 &amp; 03. Maka budaya Culas Gunakan kekuasaan. Gunakan segala cara utk menang adlh normal &amp; menjadi norma baru berbangsa &amp; bernegara. Atau Kabulkan permohonan yg contoh2nya sdh sgt kasat mata. Bangsa ini kembali kpd marwah berbangsa.","1775965949994430884","","","in","","13","109","844","https://twitter.com/GeiszChalifah/status/1775965949994430884","1297510664148103168","GeiszChalifah"
"1776940278257209663","Sun Apr 07 11:49:10 +0000 2024","2193","Amicus curiae Putusan MK. Pemilu Pilpres Diulang Dan Berganti Pasangan https://t.co/tPIFzOqFZn","1776940278257209663","","","in","-6.252543,106.806343","18","186","615","https://twitter.com/alisyarief/status/1776940278257209663","30201110","alisyarief"
"1775739323964657990","Thu Apr 04 04:17:01 +0000 2024","2735","Hakim MK Tolak Argumen Ahli Prabowo soal Putusan 90 Terkait Gibran https://t.co/rjxxSsZFnd","1775739323964657990","","","in","","14","61","616","https://twitter.com/CNNIndonesia/status/1775739323964657990","17128975","CNNIndonesia"
"1776219389198843912","Fri Apr 05 12:04:37 +0000 2024","200","Potensi batal nya putusan KPU Itu sangat besar Karena Hakim MK yang masuk angin Kali ini sedikit https://t.co/bW4K7ajXFE","1776219389198843912","https://pbs.twimg.com/media/GKZmHwOaQAAjgsC.jpg","","in","at ease ✍️","3","6","103","https://twitter.com/Ilustrator23/status/1776219389198843912","3252096199","Ilustrator23"
"1775769435435159960","Thu Apr 04 06:16:40 +0000 2024","1632","Saya jadi saksi ahli di MK tahun 2019 membela Pak Prabowo. Hakim MK memberikan PHP sampai pembacaan putusan.","1775769435435159960","","","in","","8","47","605","https://twitter.com/msaid_didu/status/1775769435435159960","1117990249806721024","msaid_didu"
"1776248981900906498","Fri Apr 05 14:02:13 +0000 2024","95","Percaya gk?...Tanggal 22 April pengucapan Putusan/Ketetapan hasil sengketa pilpres di MK Refly Harun bakal memaki-maki MK deh... https://t.co/LAq1aDRwAA","1776248981900906498","https://pbs.twimg.com/media/GKZ8_EvaMAAb3-i.png","","in","","5","56","18","https://twitter.com/tham878/status/1776248981900906498","1759100655783043072","tham878"
"1776225766218617185","Fri Apr 05 12:29:58 +0000 2024","194","Gw heran Profesor @JimlyAs pura2 bloon kalau sudah jadi penjilat.. Putusan MK bukan untuk merubah kemenangan atau kekalahan tetapi membatalkan kecurangan dan memastikan kejujuran dan kebenaran dijalankan dalam prosesi pilpres Jimly: MK Bisa Memutus yang Menang Jadi Kalah https://t.co/PaQzlStYzw","1776225766218617185","https://pbs.twimg.com/media/GKZr6jtacAAqccP.jpg","","in","Central Java, Indonesia","2","17","49","https://twitter.com/Aryprasetyo85/status/1776225766218617185","435004096","Aryprasetyo85"
"1775865502822535676","Thu Apr 04 12:38:24 +0000 2024","7399","Saya sudah dua kali menggugat ke MK terkait UU kesehatan persis seperti ini kejadiannya Saat sidang kesannya semua diterima Saksi ahli sudah mendukung semua Ketika putusan ditolak.. Sejak itu langsung niat sekolah hukum lagi.. Mirisnya tetiba ada bocah yg bisa merubah UU ","1775865502822535676","","","in","Jakarta Capital Region","57","243","2448","https://twitter.com/DrEvaChaniago/status/1775865502822535676","1355632532","DrEvaChaniago"
"1776905872997839244","Sun Apr 07 09:32:28 +0000 2024","620","Tanda-tanda putusan MK akan men-diskualifikasi Gibran. https://t.co/KteEKOrBI8","1776905872997839244","https://pbs.twimg.com/ext_tw_video_thumb/1776903917600940032/pu/img/XJShpiEO1Dj_an56.jpg","","in","Medan Kota, Indonesia","11","31","252","https://twitter.com/Nemesis_34N/status/1776905872997839244","1685962552587780096","Nemesis_34N"
"1776795064712474928","Sun Apr 07 02:12:09 +0000 2024","217","Yang gugat batas umur Capres Cawapres orang lain. Yang putuskan soal batas umur Capres Cawapres MK. Tapi yang dibilang melanggar hukum Gibran. Logikanya begini.. Kan gak mungkin MK putuskan bahwa Gibran melanggar hukum karena Gibran TERBUKTI MELAKSANAKAN PUTUSAN MK. Ngerti https://t.co/HP3aIAnkYX","1776795064712474928","https://pbs.twimg.com/media/GKhxsOMbwAARAhp.jpg","","in","","22","303","36","https://twitter.com/TeddGus/status/1776795064712474928","1447610310529982467","TeddGus"
"1777154099349504081","Mon Apr 08 01:58:49 +0000 2024","91","Amicus curiae Putusan MK. Pemilu Pilpres Diulang Dan Berganti Pasangan https://t.co/OsPa5yost3","1777154099349504081","","","in","","2","0","26","https://twitter.com/putrisakera/status/1777154099349504081","1476222115158183937","putrisakera"
"1776197162436837836","Fri Apr 05 10:36:18 +0000 2024","308","https://t.co/JW5jU8SeFQ Saksi Ahli Hukum Tata Negara bocorkan prediksi putusan MK terkait sengketa Pilpres 2024. Salah satu calon dari paslon berpotensi didiskualifikasi. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP Jangan lupa subscribe comment like &amp; share! https://t.co/BnedVzR1OU","1776197162436837836","https://pbs.twimg.com/ext_tw_video_thumb/1776197010925985792/pu/img/_QclowShZAicYyDZ.jpg","","in","Indonesia","5","14","130","https://twitter.com/AbrSamad/status/1776197162436837836","949066047243436032","AbrSamad"
"1776966691471376722","Sun Apr 07 13:34:08 +0000 2024","96","Mahfud Duga Hubungan Jokowi - Prabowo akan Alami Dinamika Usai Putusan MK: Permainan Belum Selesai https://t.co/chPjzGwpQG","1776966691471376722","","","in","Indonesia","3","2","27","https://twitter.com/geloraco/status/1776966691471376722","3319260420","geloraco"
"1774784415585161237","Mon Apr 01 13:02:33 +0000 2024","151","Jgn terlalu peduli &amp; berfokus pd hasil putusan MK ini nantinya tp lebih penting mengamati bagaimana cara mrk dlm mengatasi perkara ini. Mrk bisa kembali sadar apa fungsi &amp; tanggung jawab mrk sbg lembaga yg sdh diberi amanat oleh konstitusi saja sudah lebih dari cukup kok.","1774784415585161237","","","in","Shinagawa-Ku, Tokyo","0","3","41","https://twitter.com/el_avraham/status/1774784415585161237","77971073","el_avraham"
"1774850752294609366","Mon Apr 01 17:26:09 +0000 2024","260","PDIP akan Gugat Putusan MK 90 ke PTUN Giliran Gelandang Kiri Beraksi!! https://t.co/M6QJZpDeTy","1774850752294609366","","","in","Jakarta","3","10","125","https://twitter.com/Kanseulir/status/1774850752294609366","279312062","Kanseulir"
"1775936660351644093","Thu Apr 04 17:21:09 +0000 2024","699","#TumbangkanRezimGarong #TumbangkanRezimGarong Kepada YM Majelis Hakim MK yang kami Rakyat sangat hormati tolong jangan kecewakan kami dengan putusan yang jauh dari keadilan. Gelombang protes rakyat akan semakin besar dan dapat berujung Revolusi People Power bahkan MOGOK https://t.co/0ck7GY3uQx","1775936660351644093","https://pbs.twimg.com/media/GKVk-u1bwAAW5Ec.jpg","","in","","7","65","294","https://twitter.com/Freed0mland5151/status/1775936660351644093","1630573716169170944","Freed0mland5151"
"1776913421604188666","Sun Apr 07 10:02:27 +0000 2024","258","Ketika Ketua MK Ketua KPK Ketua KPU terbukti melanggar etik semua mingkem bae bahkan Cawapres hasil dari pelanggaran etik pun didukung cuma Romo Magnis yg berani angkat bicara. Putusan MK @officialMKRI harus berani melawan pelanggaran etik tsb. #DiskualifikasiPaslon02 https://t.co/1sa7sv8ouU","1776913421604188666","https://pbs.twimg.com/ext_tw_video_thumb/1776913375852888064/pu/img/Q1UgIBw7vqIWu48i.jpg","","in","Kota Bengkulu, Bengkulu","6","10","91","https://twitter.com/Syarman59/status/1776913421604188666","798901988909907968","Syarman59"
"1776807292337578264","Sun Apr 07 03:00:44 +0000 2024","465","Tim Hukum Ganjar-Mahfud Doakan Hakim MK Dijauhkan Rasa Takut dan Ancaman Dalam Menentukan Putusan Perkara Sengketa Pilpres 2024. Anggota Tim Hukum Ganjar-Mahfud Maqdir Ismail: Mari kita berdoa bersama-sama nanti di dalam hati kita. Mudah-mudahan Tuhan membuka pintu hati para https://t.co/ddVX32709p","1776807292337578264","https://pbs.twimg.com/media/GKh8caZaYAALtot.jpg","","in","Indonesia","11","111","66","https://twitter.com/PDI_Perjuangan/status/1776807292337578264","153407983","PDI_Perjuangan"
"1775133274517725380","Tue Apr 02 12:08:47 +0000 2024","988","Ketua DPP PDI Perjuangan Djarot Saiful Hidayat: PDI Perjuangan akan gugat putusan MK Nomor 90 dan KPU ke PTUN. Djarot Saiful Hidayat menjelaskan gugatan bukan untuk membatalkan hasil Pemilu Tetapi upaya hukum untuk menunjukkan bahwa telah terjadi proses penyimpangan secara https://t.co/zh2zcidVH2","1775133274517725380","https://pbs.twimg.com/media/GKKIWepagAEjPUf.jpg","","in","Indonesia","16","149","135","https://twitter.com/PDI_Perjuangan/status/1775133274517725380","153407983","PDI_Perjuangan"
"1776812139363062049","Sun Apr 07 03:20:00 +0000 2024","1811","Rocky Gerung Berharap Putusan MK Revolusioner: Ada 'Ketidakjujuran' Keterangan 4 Menteri Jokowi https://t.co/viXVI9djAg","1776812139363062049","","","in","Indonesia","15","56","679","https://twitter.com/democrazymedia/status/1776812139363062049","1243804423001763841","democrazymedia"
"1776888663139668420","Sun Apr 07 08:24:04 +0000 2024","183","MK @officialMKRI harus membuat putusan yg progresive membatalkan hasil pemilu dan diskualifikasi paslon 02 https://t.co/qjOvuisyk6","1776888663139668420","https://pbs.twimg.com/ext_tw_video_thumb/1776888261560156160/pu/img/OjRpnT312nQuGaKO.jpg","","in","Kota Bengkulu, Bengkulu","1","22","69","https://twitter.com/Syarman59/status/1776888663139668420","798901988909907968","Syarman59"
"1776854921171607874","Sun Apr 07 06:10:00 +0000 2024","534","Singgung Isu Perpecahan Jokowi-Prabowo Mahfud MD Sebut Dinamika Mulai Bergejolak Usai Putusan MK https://t.co/6j11Tzpl8B","1776854921171607874","","","in","Indonesia","9","14","218","https://twitter.com/democrazymedia/status/1776854921171607874","1243804423001763841","democrazymedia"
"1776174268239483023","Fri Apr 05 09:05:19 +0000 2024","109","Kerjaan kami bermanfaat untuk sengketa Pilpres di MK! https://t.co/jMgRz6ivhK","1776174268239483023","","","in","Jakarta Capital Region, Indone","2","4","55","https://twitter.com/TedInvestigasi/status/1776174268239483023","1613929735020773376","TedInvestigasi"
"1775031374866776150","Tue Apr 02 05:23:52 +0000 2024","55","SAKSI 01 TAK JELAS? Vid 1. Yusril Saksi2 tak relevan utk alat bukti. Vid 2. Otto Ahli2 tak jelaskan kasus hanya narasi. Saksi fakta lebih parah lagi. Vid 3. Hotman Sangat kacau membuat kesaksian. Vid 4. Yusril Putusan MK bukan vonis krn tak adili orang tp menguji UU thd UUD. https://t.co/LLOGQzohoF","1775031374866776150","https://pbs.twimg.com/ext_tw_video_thumb/1775030981793316865/pu/img/-t3YumJf575rztCK.jpg","","in","","2","14","19","https://twitter.com/proclaro_lover/status/1775031374866776150","1214530025732444160","proclaro_lover"
"1776260325580661087","Fri Apr 05 14:47:17 +0000 2024","345","Semangat kak Zara akan banyak yg menghakimi banyak yg dukung dan banyak yang gak peduli hanya butuh bahan bacaan Kakak jangan takut kalau soal Moral putusan MK gak ada yg ngelawan ","1776260325580661087","","","in","ICJR | Anfield","2","6","132","https://twitter.com/erasmus70/status/1776260325580661087","273226220","erasmus70"
"1776142264919580864","Fri Apr 05 06:58:09 +0000 2024","123","Goblog ga bertepi. Kalau bukan Gibran ya ga pake putusan MK begitu. Kenapa sih bangsa ini bisa bego masal begini dalam? Goblog trus gak malu. Ajaib bener.","1776142264919580864","","","in","","1","1","72","https://twitter.com/_haye_/status/1776142264919580864","753553855","_haye_"
"1774817497356837197","Mon Apr 01 15:14:00 +0000 2024","162"," Di awal persidangan Kuasa Hukum 01 bilang Hotman akan menangis. Saya ketawa. 1. Putusan MK berlaku sejak diucapkan. Tak perlu tunggu diubah peraturan KPU. 2. Jokowi &amp; menteri2nya bukan pihak dlm perkara ini. 3. Terungkap 01 tak pernah lakukan audit forensik resmi atas sirekap. https://t.co/DrKUgLKPyA","1774817497356837197","https://pbs.twimg.com/ext_tw_video_thumb/1774817301101187072/pu/img/u_a1TO8XurmiIA8d.jpg","","in","","3","17","53","https://twitter.com/proclaro_lover/status/1774817497356837197","1214530025732444160","proclaro_lover"
"1776961078330814972","Sun Apr 07 13:11:50 +0000 2024","624","Ada Ketidakjujuran Keterangan 4 Menteri Jokowi Rocky Gerung Berharap MK Beri Putusan Revolusioner https://t.co/sd78XZGrac","1776961078330814972","","","in","Indonesia","5","38","210","https://twitter.com/geloraco/status/1776961078330814972","3319260420","geloraco"
"1776921879317483527","Sun Apr 07 10:36:04 +0000 2024","200","Tebak tebakan Yuuk. Apa putusan para Hakim MK? Kl saya: 𝐏𝐒𝐔 𝐓𝐀𝐍𝐏𝐀 𝐆𝐈𝐁𝐑𝐀𝐍.","1776921879317483527","","","in","Klaten, Jawa Tengah","4","7","87","https://twitter.com/SemutMerah2024/status/1776921879317483527","1537213103397830656","SemutMerah2024"
"1775820622062653628","Thu Apr 04 09:40:04 +0000 2024","334","Saya mau bertanya ke @aniesbaswedan dan @ganjarpranowo Kalau yang jadi cawapres Prabowo bukan Gibran tapi seorang pemuda berumur 35-36 tahun pemuda itu memanfaatkan putusan MK apakah akan kalian permasalahkan pemuda itu di MK? Jika kalian jawab akan tetap mempermasalahkan ","1775820622062653628","","","in","","137","1098","57","https://twitter.com/TeddGus/status/1775820622062653628","1447610310529982467","TeddGus"
"1775773255003169003","Thu Apr 04 06:31:50 +0000 2024","197","Hakim MK Tolak Argumen Ahli Prabowo soal Putusan 90 Terkait Gibran https://t.co/vlA90d5Xfi","1775773255003169003","","","in","Indonesia","2","4","41","https://twitter.com/geloraco/status/1775773255003169003","3319260420","geloraco"
"1777173666968822199","Mon Apr 08 03:16:35 +0000 2024","75","Sah secara konstitusi karena konstitusi kita tidak mengatur tentang batas umur capres cawapres. Sah secara UU karena sudah ada putusan MK. Bahkan tidak ada putusan hukum yang menganulir putusan MK dan penetapan dari KPU sejak Gibran sah menjadi Cawapres. Hanya orang bodoh yang ","1777173666968822199","","","in","","10","91","26","https://twitter.com/TeddGus/status/1777173666968822199","1447610310529982467","TeddGus"
"1775468185187402123","Wed Apr 03 10:19:36 +0000 2024","236","MK yg dimasa awalnya selalu membahas gugatan kuantitatif kali ini bahas hal² kualitatif sesuai gugatan pemohon. Jika putusan 22 April ini tak mengubah posisi Mukidi dan Gibran mk rakyat jelantah cukup tahu bhw kita dipimpin presiden hasil pemilu barbar. Refly nyindir Hotman. https://t.co/FVtTXLExpf","1775468185187402123","https://pbs.twimg.com/ext_tw_video_thumb/1775468078924775424/pu/img/EKo-b8oF5hj40gIp.jpg","","in","in ur dream 🥰","2","13","77","https://twitter.com/EonHadean/status/1775468185187402123","1730574421189173249","EonHadean"
"1777184507919208803","Mon Apr 08 03:59:39 +0000 2024","241","Hakim MK Pertanyakan 02 Kenapa Mau Menurunkan Umur Cawapres Menjadi 35 Kenapa tidak 30 25 atau 18 tahun Putusan Ketua MK Perubahan Konstitusi Ambang Batas Usia Berlakunya kapan Apakah utk Pilpres 2029 Karena Perubahan ini dekat dgn Pemilu 2024 sarat kepentingan . . https://t.co/QgprqhKiRv","1777184507919208803","https://pbs.twimg.com/ext_tw_video_thumb/1777184346568613888/pu/img/KuWGLwJ_QAjOgIrq.jpg","","in","Earth 🌍","7","19","104","https://twitter.com/INDONESIAPERKS4/status/1777184507919208803","1606318502981169152","INDONESIAPERKS4"
"1775188777998430671","Tue Apr 02 15:49:20 +0000 2024","217","Nambah lagi dirusaknya pelaksanaan UU. Pelakunya KPU‼️ Surat ijin maju dari Presiden beda konteks dengan surat perubahan Norma UU Pemilu terkait putusan MK Nomer 90/2023 Jika ada perubahan norma di MK maka KPU WAJIB RDP dengan DPR &amp; Pemerintah dalam perubahan di PKPUnya https://t.co/fds82QES9T","1775188777998430671","https://pbs.twimg.com/media/GKK8ySfa4AA3pQj.jpg","","in","","2","4","189","https://twitter.com/blank0429/status/1775188777998430671","2908675710","blank0429"
"1774625086177481204","Mon Apr 01 02:29:26 +0000 2024","27","Lebih dr 300 akademisi dan masyarakat sipil ajukan dokumen Amicus Curiae yg berisi kajian ilmiah ttg putusan MK 90 Kami pny kebebasan akademik.Kami berharap ad titik temu antara kebenaran dan pengetahuan dg kebenaran dan keadilan di MK. (Ubedilah Badrun) #KorupsiEdanEraJokowi https://t.co/IAbjt09smB","1774625086177481204","https://pbs.twimg.com/ext_tw_video_thumb/1774625036550430720/pu/img/WshyEBOF7hMmxWFo.jpg","","in","","0","1","29","https://twitter.com/dancersejati07/status/1774625086177481204","1605747132014637061","dancersejati07"
"1776002997153108416","Thu Apr 04 21:44:45 +0000 2024","51","Intinya putusan MK no 90 diperlukan atau tidak perubahan PKPU nya. Harusnya dirubah dulu pkpu nya biar tidak rancu. https://t.co/gcArl5Ju6n","1776002997153108416","https://pbs.twimg.com/amplify_video_thumb/1775805842388144128/img/RcVL_894vQB_S6QK.jpg","","in","","0","6","17","https://twitter.com/Bambangmulyonoo/status/1776002997153108416","1296312516901916672","Bambangmulyonoo"
"1775379448646304190","Wed Apr 03 04:27:00 +0000 2024","10","Pernyataan lama kuasa hukum Prabowo-Gibran Yusril Ihza turut disinggung Tim Hukum Ganjar-Mahfud Lutfi Yazid di sidang sengketa Pemilu Selasa (2/4/2024). Lutfi menyebut pernyataan Yusril terdahulu yang sempat menyebut Putusan MK Nomor 90 Tahun 2023 cacat hukum serius. (ist) https://t.co/JWLmbMhUxl","1775379448646304190","https://pbs.twimg.com/ext_tw_video_thumb/1775354388246360064/pu/img/2_BwsJ75FykwWIXc.jpg","","in","Indonesia","0","6","5","https://twitter.com/tribunnews/status/1775379448646304190","124171593","tribunnews"
"1775450810580873584","Wed Apr 03 09:10:34 +0000 2024","31","KPU tabrak aturan langgar konstitusi krn KPU lembaga negara. Sama dg MK tabrak aturan dlm putusan No 90 langgar konstitusi. Krn kedua lembaga itu levelnya bkn subjek hukum UU lagi tapi subjek konstitusi juga. Pilpres jelas inkonstitusional. Jika MK mau jujur batalkan! Apa lagi?‍️","1775450810580873584","","","in","DKI Jakarta, Indonesia","0","1","12","https://twitter.com/MartinusButarb1/status/1775450810580873584","1301052979852619777","MartinusButarb1"
"1775007491958743388","Tue Apr 02 03:48:58 +0000 2024","4928","Di Sidang MK Yusril Akui Putusan Batas Usia Cawapres Problematik https://t.co/wMiL6DB7RA","1775007491958743388","","","in","","290","191","940","https://twitter.com/CNNIndonesia/status/1775007491958743388","17128975","CNNIndonesia"
"1775172585787158585","Tue Apr 02 14:45:00 +0000 2024","1020","Yusril Tertampar Pernyataan Sendiri dan Harus Akui Putusan MK Tentang Batas Usia Cawapres Problematik https://t.co/U0bsnNofco","1775172585787158585","","","in","Indonesia","8","17","452","https://twitter.com/democrazymedia/status/1775172585787158585","1243804423001763841","democrazymedia"
"1774706279304552715","Mon Apr 01 07:52:04 +0000 2024","79","PBB Prihatin dengan Pilpres RI Putusan MK Dinilai Berpihak ke Anak Presiden https://t.co/Zjj9n1cgHU","1774706279304552715","","","in","Indonesia","2","1","54","https://twitter.com/geloraco/status/1774706279304552715","3319260420","geloraco"
"1776047724032631228","Fri Apr 05 00:42:29 +0000 2024","88","Berharap mndapatkan sesuatu sah - sah aja ya ? Margarito: Pendaftaran Gibran berlandaskan pada putusan Mahkamah Konstitusi (MK) Nomor 90. Kenapa Ribut Setelah Kalah? Margarito berpendapat bahwa MK tidak bisa mendiskualifikasi Prabowo-Gibran. https://t.co/FwXFxPvwBd","1776047724032631228","https://pbs.twimg.com/media/GKXFX-qbUAAG42G.jpg","","in","Cilalung _ JaBar 👉 🇮🇩","11","114","28","https://twitter.com/RCjpcpSnfBLLX9b/status/1776047724032631228","1429770675116408837","RCjpcpSnfBLLX9b"
"1776239420074791205","Fri Apr 05 13:24:13 +0000 2024","1336","YANG NAMPAK DARI PANGGUNG SIDANG MK Oleh : Henry Subiakto Melihat Sidang MK dalam dua minggu ini ada tanda2 seakan para hakim MK lbh terbuka pd semua opsi putusan baik menolak maupun menerima gugatan. Walau mungkin akan berpikir jika sampai hrs menerima gugatan. Berapa ","1776239420074791205","","","in","Kota Surabaya, Jawa Timur. ","70","403","364","https://twitter.com/henrysubiakto/status/1776239420074791205","201554665","henrysubiakto"
"1777195514204942526","Mon Apr 08 04:43:23 +0000 2024","7","Putusan MK harus diterima https://t.co/vWt5iYeUAI","1777195514204942526","https://pbs.twimg.com/media/GKnd5NjaQAABWOB.jpg","","in","Bangka Belitung","0","5","0","https://twitter.com/Bujing901/status/1777195514204942526","1619898674812952576","Bujing901"
